




##########################################################################################
#CLERIC SPELL ACCESS FOR RAINBOW Servant##################################################
##########################################################################################
Arcane Cleric Spell 3 (Affliction)	KEY:Arcane Cleric Spell ~ Affliction	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Affliction	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 8 (Holy Aura)		KEY:Arcane Celestial  Domain Spell ~ Holy Aura			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Holy Aura		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Holy Aura)		KEY:Arcane Exorcism  Domain Spell ~ Holy Aura			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Holy Aura		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Holy Aura)		KEY:Arcane Good  Domain Spell ~ Holy Aura			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Holy Aura		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Holy Aura,Unholy Aura)		KEY:Arcane Mysticism  Domain Spell ~ Holy Aura_Unholy Aura			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Holy Aura,Unholy Aura		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Horrid Wilting)		KEY:Arcane Decay  Domain Spell ~ Horrid Wilting			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Horrid Wilting		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Horrid Wilting)		KEY:Arcane Necromancer  Domain Spell ~ Horrid Wilting			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Horrid Wilting		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Horrid Wilting)		KEY:Arcane Suffering  Domain Spell ~ Horrid Wilting			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Horrid Wilting		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Horrid Wilting)		KEY:Arcane Thirst  Domain Spell ~ Horrid Wilting			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Horrid Wilting		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Incarnum Apotheosis)		KEY:Arcane Incarnum  Domain Spell ~ Incarnum Apotheosis			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Incarnum Apotheosis		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Incendiary Cloud)		KEY:Arcane Fire  Domain Spell ~ Incendiary Cloud			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Incendiary Cloud		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Iron Body)		KEY:Arcane Earth  Domain Spell ~ Iron Body			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Iron Body		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Iron Body)		KEY:Arcane Metal  Domain Spell ~ Iron Body			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Iron Body		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Irresistible Dance)		KEY:Arcane Gnome  Domain Spell ~ Irresistible Dance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Irresistible Dance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Irresistible Dance)		KEY:Arcane Passion  Domain Spell ~ Irresistible Dance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Irresistible Dance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Lion's Roar)		KEY:Arcane Courage  Domain Spell ~ Lion's Roar			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Lion's Roar		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Maddening Scream)		KEY:Arcane Madness  Domain Spell ~ Maddening Scream			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Maddening Scream		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Maelstrom)		KEY:Arcane Ocean  Domain Spell ~ Maelstrom			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Maelstrom		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mage's Magnificent Mansion)		KEY:Arcane Community  Domain Spell ~ Mage's Magnificent Mansion			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mage's Magnificent Mansion		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mantle of Pure Spite)		KEY:Arcane Spite SOURCELONG Domain Spell ~ Mantle of Pure Spite			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mantle of Pure Spite		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Maze)		KEY:Arcane Portal  Domain Spell ~ Maze			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Maze		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mind Blank)		KEY:Arcane Fate  Domain Spell ~ Mind Blank			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mind Blank		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mind Blank)		KEY:Arcane Liberation  Domain Spell ~ Mind Blank			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mind Blank		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mind Blank)		KEY:Arcane Meditation  Domain Spell ~ Mind Blank			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mind Blank		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mind Blank)		KEY:Arcane Mentalism  Domain Spell ~ Mind Blank			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mind Blank		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mind Blank)		KEY:Arcane Mind  Domain Spell ~ Mind Blank			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mind Blank		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mind Blank)		KEY:Arcane Protection  Domain Spell ~ Mind Blank			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mind Blank		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Mind Blank)		KEY:Arcane Trade  Domain Spell ~ Mind Blank			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Mind Blank		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Moment of Prescience)		KEY:Arcane Competition  Domain Spell ~ Moment of Prescience			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Moment of Prescience		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Moment of Prescience)		KEY:Arcane Destiny  Domain Spell ~ Moment of Prescience			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Moment of Prescience		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Moment of Prescience)		KEY:Arcane Fate OUTPUTNAME Domain Spell ~ Moment of Prescience			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Moment of Prescience		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Moment of Prescience)		KEY:Arcane Insight  Domain Spell ~ Moment of Prescience			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Moment of Prescience		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Moment of Prescience)		KEY:Arcane Luck  Domain Spell ~ Moment of Prescience			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Moment of Prescience		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Phantasmal Thief)		KEY:Arcane Greed  Domain Spell ~ Phantasmal Thief			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Phantasmal Thief		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Phase Door)		KEY:Arcane Travel  Domain Spell ~ Phase Door			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Phase Door		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Planar Ally (Greater))		KEY:Arcane Dragon Below  Domain Spell ~ Planar Ally (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Planar Ally (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Planar Ally (Greater))		KEY:Arcane Drow  Domain Spell ~ Planar Ally (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Planar Ally (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Planar Ally (Greater))		KEY:Arcane Summoner  Domain Spell ~ Planar Ally (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Planar Ally (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Polar Ray)		KEY:Arcane Cold  Domain Spell ~ Polar Ray			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Polar Ray		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Polar Ray)		KEY:Arcane Cold OUTPUTNAME Domain Spell ~ Polar Ray			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Polar Ray		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Polymorph Any Object)		KEY:Arcane Alteration  Domain Spell ~ Polymorph Any Object			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Polymorph Any Object		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Polymorph Any Object)		KEY:Arcane Renewal  Domain Spell ~ Polymorph Any Object			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Polymorph Any Object		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Polymorph Any Object)		KEY:Arcane Trickery  Domain Spell ~ Polymorph Any Object			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Polymorph Any Object		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Portal Reformat)		KEY:Arcane Portal  Domain Spell ~ Portal Reformat			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Portal Reformat		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Power Word Blind)		KEY:Arcane Darkness  Domain Spell ~ Power Word Blind			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Power Word Blind		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Power Word Blind)		KEY:Arcane Slime  Domain Spell ~ Power Word Blind			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Power Word Blind		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Power Word Stun)		KEY:Arcane Dream  Domain Spell ~ Power Word Stun			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Power Word Stun		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Power Word Stun)		KEY:Arcane Dream SOURCELONG Domain Spell ~ Power Word Stun			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Power Word Stun		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Protection from Spells)		KEY:Arcane Balance  Domain Spell ~ Protection from Spells			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Protection from Spells		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Protection from Spells)		KEY:Arcane Dwarf  Domain Spell ~ Protection from Spells			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Protection from Spells		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Protection from Spells)		KEY:Arcane Family  Domain Spell ~ Protection from Spells			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Protection from Spells		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Protection from Spells)		KEY:Arcane Magic  Domain Spell ~ Protection from Spells			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Protection from Spells		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Repel Metal or Stone)		KEY:Arcane Forge  Domain Spell ~ Repel Metal or Stone			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Repel Metal or Stone		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Screen)		KEY:Arcane Illusion  Domain Spell ~ Screen			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Screen		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Shadow Evocation (Greater))		KEY:Arcane Shadow  Domain Spell ~ Shadow Evocation (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Shadow Evocation (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Shield of Law)		KEY:Arcane Inquisition  Domain Spell ~ Shield of Law			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Shield of Law		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Shield of Law)		KEY:Arcane Law  Domain Spell ~ Shield of Law			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Shield of Law		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Simulacrum)		KEY:Arcane Envy  Domain Spell ~ Simulacrum			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Simulacrum		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Spell Immunity (Greater))		KEY:Arcane Pride  Domain Spell ~ Spell Immunity (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Spell Immunity (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Spell Turning)		KEY:Arcane Endurance  Domain Spell ~ Spell Turning			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Spell Turning		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Spread of Contentment)		KEY:Arcane Pleasure  Domain Spell ~ Spread of Contentment			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Spread of Contentment		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Spread of Savagery)		KEY:Arcane Bestial  Domain Spell ~ Spread of Savagery			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Spread of Savagery		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Suggestion (Mass))		KEY:Arcane Dragon  Domain Spell ~ Suggestion (Mass)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Suggestion (Mass)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Summon Nature's Ally VIII)		KEY:Arcane Animal  Domain Spell ~ Summon Nature's Ally VIII			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Summon Nature's Ally VIII		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Sunburst)		KEY:Arcane Elf  Domain Spell ~ Sunburst			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Sunburst		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Sunburst)		KEY:Arcane Purification  Domain Spell ~ Sunburst			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Sunburst		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Sunburst)		KEY:Arcane Summer  Domain Spell ~ Sunburst			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Sunburst		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Sunburst)		KEY:Arcane Sun  Domain Spell ~ Sunburst			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Sunburst		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Surelife)		KEY:Arcane Repose  Domain Spell ~ Surelife			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Surelife		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Symbol of Death)		KEY:Arcane Rune  Domain Spell ~ Symbol of Death			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Symbol of Death		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Symbol of Pain)		KEY:Arcane Pain  Domain Spell ~ Symbol of Pain			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Symbol of Pain		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Symbol of Pain)		KEY:Arcane Suffering  Domain Spell ~ Symbol of Pain			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Symbol of Pain		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Sympathy)		KEY:Arcane Community  Domain Spell ~ Sympathy			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Sympathy		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Sympathy)		KEY:Arcane Joy  Domain Spell ~ Sympathy			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Sympathy		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Sympathy)		KEY:Arcane Lust  Domain Spell ~ Sympathy			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Sympathy		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Telekinetic Sphere)		KEY:Arcane Force  Domain Spell ~ Telekinetic Sphere			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Telekinetic Sphere		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Transcribe Symbol)		KEY:Arcane Rune  Domain Spell ~ Transcribe Symbol			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Transcribe Symbol		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Trap the Soul)		KEY:Arcane Ghost  Domain Spell ~ Trap the Soul			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Trap the Soul		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Trap the Soul)		KEY:Arcane Treachery  Domain Spell ~ Trap the Soul			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Trap the Soul		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
